Metro.Status.Code,Number.of.Schools,Agency.ID,Federal.Revenue,Related.Children.in.Poverty,Total.Enrollment
3,6,101,1484000,580,3480
3,14,48,3114000,1787,7091
2,11,158,2152000,173,9540
1,9,105,2600000,1957,2995
3,4,106,540000,253,2645
2,5,109,1027000,295,1814
3,7,110,1387000,765,4355
2,12,1,3119000,1464,8536
2,37,2,7741000,3915,22730
1,93,114,25145000,13952,39476
2,10,5,2446000,1422,7186
3,3,116,472000,287,1392
3,6,7,3331000,1418,4680
2,16,8,3683000,1410,9630
3,10,9,2467000,1085,4375
3,7,10,1698000,850,3948
3,9,11,2601000,1589,6682
3,6,12,1995000,967,2419
3,6,14,1068000,509,2574
3,4,16,1511000,435,2000
3,8,20,2092000,872,3340
3,3,21,1468000,760,2378
3,5,125,1520000,412,2699
3,25,22,5919000,1961,9619
2,7,23,1320000,647,2623
3,12,24,3868000,1935,4911
3,12,25,4029000,1849,7567
1,17,127,3129000,1644,8900
1,17,130,6146000,2663,8936
2,11,26,3515000,1655,10018
3,11,27,3338000,1555,5080
2,19,28,2742000,1545,8561
3,5,133,1555000,707,3133
3,6,29,1294000,654,2811
1,9,141,3361000,1403,4500
3,6,30,1514000,870,3239
1,15,144,5393000,2328,5739
3,9,31,1315000,861,2999
3,4,32,2016000,985,2070
3,4,154,609000,335,1824
3,7,33,2702000,1266,3369
3,6,34,1618000,773,2834
2,5,157,705000,113,3262
2,7,35,2686000,1127,6204
1,44,159,10140000,5338,23037
3,17,36,3113000,1367,6526
2,2,162,729000,176,1684
2,6,163,948000,520,2465
2,62,37,16782000,3705,42000
3,3,38,1085000,718,2916
2,13,39,2540000,1211,8622
2,13,40,3489000,1386,6186
3,12,41,2773000,811,8660
2,10,42,2371000,1284,8008
3,8,43,4238000,1261,2677
3,8,44,4860000,1585,4051
2,27,45,5429000,1661,16424
1,89,49,38822000,20601,66192
1,56,51,20624000,9458,33732
1,15,52,2821000,1141,7652
2,2,178,281000,150,1197
3,8,179,2285000,1264,4432
3,3,180,772000,404,1573
2,3,181,908000,563,3085
2,5,183,1693000,1117,3848
3,6,53,2426000,1261,2305
2,9,184,4181000,1420,5250
3,5,55,2600000,879,2283
3,5,56,938000,590,2285
3,3,188,740000,357,1528
3,12,191,3927000,1863,4502
2,28,59,5356000,2600,19794
2,14,58,2230000,1145,7062
3,6,60,2689000,1371,2818
3,16,61,4183000,2145,7864
3,5,62,1627000,827,3423
1,20,200,6150000,3412,9701
2,27,63,5555000,2540,15813
2,5,201,710000,307,1416
2,5,202,958000,143,4376
2,22,64,5415000,2133,8685
3,10,65,1824000,923,3696
3,7,66,3041000,1430,2662
3,3,204,567000,211,1303
3,5,67,1262000,671,2875
3,26,31,12705000,1499,3650
3,11,32,11778000,986,1946
3,1,55,1741000,103,301
3,6,56,1774000,89,362
3,3,8,658000,34,275
3,8,3,893000,179,469
3,10,11,562000,153,745
3,2,15,1234000,88,578
3,6,42,1300000,204,1717
3,5,18,150000,80,417
3,2,20,1077000,60,108
3,2,27,498000,21,207
3,16,28,3717000,414,2817
3,2,34,210000,10,813
3,11,36,8312000,153,2263
3,15,37,6072000,605,2218
3,1,38,41000,6,41
3,2,40,1131000,21,158
3,1,43,71000,6,136
3,13,44,508000,140,274
3,9,45,4809000,416,741
3,2,47,211000,11,352
3,11,29,2494000,249,505
3,3,2,322000,38,329
3,13,51,2498000,177,372
3,3,48,500000,61,865
3,3,49,370000,93,535
3,3,50,319000,30,159
3,10,52,2527000,214,541
3,4,17,1311000,20,1330
3,7,14,1572000,252,853
3,9,25,1392000,338,2638
2,89,5,31550000,6420,49312
3,11,22,2945000,547,5688
3,41,24,5268000,1734,10236
3,30,33,6399000,2189,12753
3,10,21,1564000,122,594
3,3,35,921000,155,774
3,32,16,7723000,2311,15999
2,3,80214,731000,1545,1041
3,3,90204,7924000,1407,1579
2,1,78709,-9,-9,102
2,3,80502,734000,281,1892
2,12,70468,7359000,3238,14065
2,18,100210,5770000,3514,16771
2,1,140550,162000,84,360
2,7,110243,1825000,990,5161
2,5,70444,1983000,1656,3187
2,5,70431,2085000,1078,3218
3,2,20409,244000,253,725
3,3,130228,753000,470,1548
2,20,70483,9231000,3930,18572
2,9,110404,2843000,1500,5400
3,8,10224,20990000,3646,4379
2,8,110221,2087000,1457,2900
2,12,140413,3417000,1718,5314
2,7,70414,7102000,2540,8100
3,12,20227,3228000,3074,4724
3,3,60202,182000,117,650
2,6,70289,3560000,2066,4956
2,4,110100,142000,-9,261
2,10,100208,2454000,986,6200
2,4,70298,629000,133,2426
3,3,20100,4184000,260,1196
3,2,50207,2840000,777,580
3,10,10220,9601000,1137,2157
2,2,70224,653000,509,594
2,23,70241,3228000,1225,27205
2,15,70440,6092000,3899,13710
2,12,70505,3436000,1644,13045
3,4,40201,945000,436,2341
2,2,30204,707000,29,386
3,4,90203,2994000,1138,2000
3,9,130222,1439000,609,5124
2,6,100240,6920000,1973,1260
2,10,70405,6106000,3185,8180
3,2,90202,106000,30,455
3,4,90227,11477000,1574,2670
2,8,80404,1862000,1512,4659
2,23,70428,2246000,1017,19770
2,7,80201,1624000,989,5655
2,3,70459,1176000,687,1742
2,4,70479,814000,342,3187
2,5,110208,757000,275,1671
2,15,100206,2720000,1156,11792
2,3,110220,1014000,353,1145
2,80,70204,23080000,12034,72755
2,3,80416,918000,297,1793
3,2,60218,124000,127,1110
2,5,70408,3189000,1363,4037
2,40,70269,7386000,3100,34625
3,4,150227,5699000,610,2188
3,6,40210,1110000,371,2952
2,1,80208,1603000,215,283
2,30,70211,5201000,2382,32004
1,17,70401,8058000,7401,9240
1,12,70510,12336000,7332,21947
2,3,110199,1000,-9,91
3,4,90232,516000,102,2350
3,10,130201,1267000,1185,5016
3,3,10218,5387000,868,1200
3,4,10227,4826000,1517,877
3,1,20218,98000,6,140
3,4,120235,1114000,387,2320
2,1,110540,331000,188,540
2,29,70248,4287000,1939,27221
3,2,130240,109000,9,182
3,8,90210,956000,462,2578
2,23,70297,4233000,1901,24755
2,4,140411,2598000,1306,2235
2,21,100212,9873000,5558,14788
2,23,70403,5500000,3217,12738
2,7,70513,1856000,966,12837
3,4,50204,416000,347,1357
2,2,70514,1200000,352,4316
3,3,20201,598000,417,1097
2,118,100201,37275000,18255,63226
2,32,70406,10987000,4688,29408
3,4,90220,13555000,1674,2843
2,2,30202,372000,149,721
3,11,10208,13265000,1319,3111
3,5,90201,2299000,750,2644
2,15,140401,6135000,3716,10045
2,4,140570,4178000,2016,8000
3,5,130209,451000,-9,1366
1,5,211001,-9,-9,803
3,4,101000,724000,362,1178
3,4,602000,1303000,385,2301
3,6,2705000,1092000,525,4212
3,2,2803000,338000,131,755
3,7,2808000,1264000,610,2700
3,7,3201000,801000,446,2130
3,4,3403000,1386000,790,1810
1,16,3505000,3970000,2404,6644
3,2,4708000,538000,232,1343
3,6,203000,1352000,643,1773
3,7,303000,1447000,872,3919
3,4,1402000,1268000,696,2979
3,7,4706000,1234000,528,1594
3,4,6205000,443000,123,718
3,2,5701000,530000,143,460
3,2,7101000,83000,35,85
3,5,1002000,1068000,514,2251
2,4,4101000,680000,402,1630
3,3,7302000,577000,394,2150
2,7,6302000,981000,869,4224
2,2,6306000,329000,35,271
2,9,401000,1656000,799,6634
3,2,2901000,313000,97,528
3,8,4702000,2608000,1307,3727
3,2,506000,188000,77,378
2,2,1603000,307000,182,1010
2,8,6303000,1059000,628,5832
2,10,4304000,2066000,799,7220
3,2,3301000,283000,207,583
3,2,2001000,145000,48,115
3,2,6802000,414000,326,1054
2,3,1702000,557000,166,888
3,2,1106000,294000,199,700
3,3,7102000,487000,348,1235
2,12,2301000,2020000,912,7749
3,2,7503000,448000,98,700
2,2,402000,238000,167,601
3,2,5501000,130000,79,400
3,2,901000,1139000,601,886
2,5,3502000,1446000,750,1634
3,3,5802000,623000,326,1368
3,4,2104000,1412000,622,1944
3,2,5301000,237000,130,738
3,2,7011000,46000,60,304
3,9,7001000,2638000,1373,4684
3,2,5402000,742000,323,486
2,3,7201000,273000,146,927
3,7,5204000,1954000,1061,3500
2,2,7202000,191000,154,1553
2,14,7203000,2462000,1597,7738
3,3,4501000,351000,170,960
3,4,2002000,602000,317,1320
3,8,6201000,3517000,1964,4271
1,27,6601000,5413000,2792,12430
2,3,4603000,292000,165,827
3,2,102000,146000,64,277
3,2,4001000,425000,175,287
3,2,803000,580000,338,1192
2,2,6604000,225000,112,508
3,2,1205000,164000,80,198
3,6,5403000,3662000,2008,3788
3,3,6804000,660000,548,1475
3,2,4803000,518000,142,332
3,4,2903000,1579000,902,2944
3,3,6703000,300000,189,800
3,6,2603000,2107000,1731,3266
3,2,2604000,410000,59,704
2,12,1803000,3618000,1915,6170
3,3,4401000,649000,408,2054
1,9,1608000,2104000,1271,5070
3,5,7307000,633000,421,1250
3,4,2606000,618000,270,2592
2,3,7205000,484000,377,1037
1,48,6001000,10826000,5728,25190
3,2,4202000,400000,154,578
3,2,3003000,239000,108,900
3,2,2501000,277000,145,462
2,7,1804000,1044000,411,3118
3,3,5404000,798000,418,723
3,2,2607000,422000,169,750
2,2,1703000,535000,227,793
3,2,5504000,335000,127,530
3,2,1503000,161000,105,441
1,5,1611000,727000,334,2397
3,3,3206000,334000,281,685
3,2,7006000,198000,84,555
1,21,6002000,5169000,2834,9002
3,2,7507000,287000,165,576
3,6,4713000,1502000,930,1867
3,2,7309000,305000,142,728
3,2,7007000,95000,51,692
3,2,2405000,171000,82,272
3,4,6103000,869000,526,1860
3,2,6104000,183000,90,307
2,37,6003000,8539000,3854,18825
2,16,405000,2632000,1205,10674
3,10,5805000,1586000,1006,5619
3,2,7103000,187000,38,133
3,2,7104000,323000,208,460
2,5,406000,652000,351,2791
3,6,1507000,1226000,640,2512
3,2,2003000,146000,108,280
3,2,2906000,243000,25,490
2,14,7207000,2733000,1533,10703
3,2,3210000,117000,78,364
1,10,4605000,2944000,1843,4739
3,2,6902000,192000,61,290
2,10,1705000,2109000,1224,5706
3,3,6401000,2131000,504,1679
2,5,3509000,1582000,913,3331
3,2,5607000,141000,67,454
3,4,1905000,1342000,718,2782
2,18,3675044,5254000,3391,15608
2,7,1975333,901000,152,5895
2,3,1575168,245000,179,1297
2,18,3375176,5076000,2260,16397
2,1,2775150,14000,12,40
2,6,2475317,1328000,1150,2782
2,4,1075408,1055000,370,1880
3,5,1175481,705000,685,2400
1,18,3975499,2321000,1281,18553
2,30,1964212,8099000,3441,24020
2,18,161119,2881000,1533,11578
2,3,5471803,219000,126,289
2,10,3667595,1216000,725,7698
1,17,3366977,5323000,4269,23805
1,22,3066423,5498000,5623,21820
1,20,3066431,13455000,5440,29108
2,5,4970607,349000,156,2834
2,5,4569856,543000,359,2568
2,8,1964246,4269000,1298,23112
3,1,2365557,170000,137,283
2,12,4068700,1300000,1042,6678
1,41,1563321,20364000,14653,27488
2,21,1964287,10136000,4800,21236
2,8,3366985,3580000,2325,4800
2,12,3667611,3231000,2274,7190
1,13,4369377,1620000,1223,8723
2,1,1062026,155000,25,77
1,14,4269120,5546000,4361,11181
1,18,1563362,2638000,1952,12515
2,1,5471829,54000,61,171
3,12,561564,668000,907,3900
3,10,1363099,4109000,3680,8077
2,3,2866241,209000,221,933
1,5,4369401,1198000,403,7395
2,38,3066464,6899000,2900,46909
2,2,3768007,251000,200,880
2,8,4269146,733000,156,3161
2,5,4569914,1056000,1040,1712
2,12,5071043,3330000,2586,10204
2,10,1964378,1747000,592,8053
2,2,5071050,216000,268,752
2,30,3667678,5326000,3466,31545
1,1,5471845,4000,21,59
2,33,1062117,7959000,4077,31935
2,25,3667686,8672000,5487,22565
2,39,1973437,23465000,18214,35473
3,5,5271498,980000,525,1879
2,35,3367033,9019000,4818,39960
2,14,4973882,1554000,1226,8255
2,20,1964436,4925000,1933,14266
2,9,5471860,2258000,1856,3800
3,11,861820,3075000,1806,5109
1,5,3467306,2542000,1421,2174
2,22,1964451,6898000,2801,29803
2,8,1964469,2274000,996,4572
1,15,4369427,6671000,4139,24572
2,13,1964485,2298000,1024,8970
2,42,3467314,13349000,6955,45512
2,4,5772686,301000,269,967
1,26,4870540,5292000,4049,21914
2,8,3768114,4638000,1139,5917
2,32,3667710,14793000,7681,38712
3,5,2365565,712000,518,2366
1,13,4369450,6758000,3939,10682
2,5,4369468,2005000,497,9017
2,8,3066514,2090000,1440,14578
2,13,1964550,7395000,4019,7547
2,13,4369484,3917000,2467,10000
2,29,1964568,17855000,9780,30361
2,10,1964576,1162000,580,8453
1,13,3467363,6224000,3773,11759
1,1,2766027,3000,7,29
2,2,461473,97000,-9,2052
2,2,4269203,670000,691,1110
2,33,161192,11428000,4563,42304
2,19,3367082,6260000,4046,19300
2,6,2465698,551000,598,2460
3,1,1663933,102000,327,251
2,5,4168924,1082000,490,5426
1,24,3367090,5686000,3851,21141
2,3,1563545,613000,395,1061
2,16,1062265,6123000,3298,8300
2,2,1062257,181000,193,927
3,9,1764022,2058000,1525,3204
3,2,1663966,85000,421,446
2,16,1964667,6871000,2748,13668
2,13,1964683,952000,496,12700
3,3,1663982,764000,295,2046
2,6,1964709,5530000,2406,8000
2,9,1964717,1877000,874,5156
2,6,5171399,866000,708,1892
2,20,161200,2929000,1150,14654
2,20,3968593,4278000,2795,16666
3,13,2265532,1192000,714,2725
2,22,5872736,7182000,5292,9938
2,6,1573908,1346000,1142,2550
3,7,1764055,320000,239,1629
2,5,4168973,536000,248,2251
1,27,5071167,15028000,8406,19439
2,9,1964790,3533000,1751,6752
2,12,3768213,793000,559,1792
2,55,761754,9323000,4459,46771
3,9,2966357,634000,384,4604
2,11,161242,3346000,1473,17014
2,12,161234,1693000,728,8045
2,6,5073601,613000,598,2124
2,29,3066597,6331000,3191,23429
2,28,1964840,9916000,3114,31198
1,20,4369625,3798000,2331,11765
2,6,5673874,175000,48,3404
2,4,5071183,904000,-9,4800
2,22,3773569,10455000,4693,22209
2,8,5672520,927000,801,4078
2,31,3667819,13016000,9584,25824
3,1,1262968,80000,55,71
3,3,1463297,60000,25,138
1,18,5672538,8618000,5469,15900
2,21,3367173,7509000,5945,23504
2,20,1964857,13587000,2614,21060
2,16,4369641,1583000,481,13221
2,15,1964865,816000,534,10172
2,30,1964881,14824000,8227,24600
3,1,1262984,73000,41,114
2,12,761788,4095000,2211,9431
2,29,3066647,5395000,3141,25772
2,38,1964907,28046000,10862,33000
1,11,5472066,5883000,-9,12400
3,2,1162646,64000,120,252
3,3,5271639,679000,480,2063
1,7,4570110,1678000,1620,3779
2,24,3667850,10220000,6466,28093
2,59,761796,16639000,10226,47674
1,42,3367215,14104000,9511,46820
1,5,3467421,1217000,715,2534
2,10,3166910,1489000,1148,5839
2,7,3166928,559000,418,7682
2,22,1973452,7692000,3673,23226
2,37,3073635,4736000,1403,34663
1,8,2766159,4709000,2856,39388
1,59,3667876,29798000,24318,53860
2,8,3768346,1414000,583,9559
1,54,4369666,14010000,6189,33123
2,12,3773791,3226000,2002,11786
2,20,4169039,2067000,1150,10764
2,8,4169047,1139000,496,9140
3,4,1363214,3345000,537,1097
2,26,761804,1704000,607,20213
1,47,3066670,28968000,18853,58572
2,23,4369674,3916000,1445,15638
2,16,1964980,3103000,1606,12596
2,2,4269328,44000,84,1135
2,4,4970938,206000,173,1412
2,27,5672603,4906000,1172,20604
2,12,3768395,6537000,3554,10281
2,16,4169070,2277000,1223,12167
2,8,1965037,2367000,1271,4470
1,6,5071282,1222000,1357,3024
1,41,3968676,22873000,18004,38615
2,7,1965045,595000,235,5095
2,20,3768411,16886000,7591,33027
2,5,2165482,257000,397,3553
2,9,5071308,3472000,2262,7000
1,10,4369708,781000,345,4989
1,25,4870581,7072000,4912,20000
1,27,5672652,5704000,3037,23773
2,16,1973460,1220000,753,14702
3,1,5371787,148000,49,445
3,1,1363230,298000,160,420
2,10,1965136,2518000,530,17375
3,5,2373916,232000,189,547
2,5,5772702,519000,609,2033
2,3,5472272,995000,685,1600
1,3,4971035,376000,87,1252
2,6,2073734,197000,78,1586
2,10,3667959,1828000,708,9582
3,1,510058,152000,-9,335
1,2,1010108,17463000,-9,1399
3,3,1110116,2589000,-9,2570
3,2,1210124,1457000,-9,477
3,3,1310132,8713000,-9,683
3,1,1710173,3165000,-9,114
2,2,2410249,11519000,-9,1286
2,2,3110314,6097000,-9,533
1,3,3310330,42690000,-9,3270
1,3,3610363,34284000,-9,3089
1,3,3710371,26724000,-9,2961
1,2,3910397,5495000,-9,2264
1,3,4510454,6128000,-9,898
1,2,5410546,35163000,-9,1432
3,3,2610264,319000,-9,336
1,2,4810488,4857000,-9,677
2,11,3375242,3772000,1959,10230
3,3,5575184,186000,165,654
3,7,2966415,270000,187,912
2,15,3675069,2755000,2013,12652
2,16,3375192,2248000,815,17683
2,7,2065185,409000,273,1192
2,3,3767975,947000,241,1528
1,23,461424,4730000,3820,14000
1,9,4569971,2129000,1632,3850
2,3,4970730,104000,113,512
1,2,5071092,94000,72,968
2,2,5071134,397000,252,1100
2,5,1062240,670000,579,1996
3,2,1663958,146000,66,369
2,15,2465771,7637000,7250,11883
3,3,4770425,414000,249,777
3,5,2966340,278000,307,1579
2,16,2165417,1505000,925,7895
2,5,5071191,562000,-9,4812
2,6,3367207,1436000,1526,6271
1,5,4970870,266000,112,1798
3,2,1663990,108000,91,1040
2,3,961952,449000,405,1310
2,11,4168999,4353000,1563,5367
3,2,2966399,125000,89,515
2,16,4169005,5361000,2068,9509
2,2,5472082,466000,287,829
2,21,3467405,5005000,3560,10275
2,9,1975291,2384000,1532,5420
2,8,3367249,2931000,1698,5589
1,12,4269278,2762000,1930,6201
3,11,4670177,617000,125,3068
2,11,3673957,1496000,1290,10401
2,9,4970953,1290000,639,5076
3,3,2966407,142000,98,709
2,19,4870573,2608000,2438,16834
2,12,3667918,3063000,2530,8540
2,12,1965094,2791000,1211,9455
1,2,1062539,323000,107,357
2,8,3166951,919000,433,6170
2,4,5810587,1941000,-9,686
1,7,3475283,1173000,461,5406
2,18,761648,4324000,2149,19257
2,33,3768023,9023000,4376,22165
2,23,3367058,7358000,6003,23142
2,6,3768106,1640000,1251,16644
2,23,3467330,4070000,2774,16346
2,42,161176,5788000,1946,31102
1,90,1062166,59951000,37699,80895
2,13,3768130,7405000,1722,25680
1,23,1563529,11444000,2771,28454
2,10,3768189,417000,875,4928
1,86,1964725,64707000,29085,91465
1,645,1964733,454279008,292190,848407
2,35,3367124,12781000,6389,32500
2,17,3667777,5381000,3504,9441
1,30,2866266,4584000,2437,19836
1,91,161259,35671000,26387,54763
2,39,3066621,8037000,4719,30858
2,25,4469799,13199000,5427,19811
2,13,461531,1689000,1542,5585
3,4,2365607,1198000,289,428
1,168,3768338,78081000,46587,143351
1,113,3868478,30030000,19836,63925
2,82,3467447,20232000,9175,48195
2,7,4469807,644000,556,4290
1,19,4068809,1592000,1345,8609
2,8,3667934,2824000,1378,8729
2,27,3768452,7446000,4422,38924
2,3,410041,18637000,-9,1325
2,3,2110215,1679000,-9,685
1,2,4010405,1110000,-9,516
1,1,9130,-9,-9,315
2,13,30,5522000,1828,6102
3,6,100,1374000,849,2503
1,44,180,9702000,4818,32487
3,3,2600,329000,197,1597
3,4,1530,195000,122,1057
3,4,2395,248000,251,1536
2,3,190,100000,89,484
3,2,270,10000,10,91
3,3,2810,470000,339,682
2,4,1990,98000,75,550
3,2,1160,52000,16,363
2,2,1980,37000,29,168
3,15,870,1482000,1071,4610
2,11,120,1140000,831,4313
2,9,1110,766000,320,5400
3,4,1150,659000,481,1907
2,10,1000,8563000,558,4950
2,6,3080,343000,267,1986
3,5,1350,105000,90,1285
2,37,2000,6282000,3576,19231
3,2,2630,28000,42,296
3,3,1600,106000,61,337
3,5,1540,927000,268,1077
2,4,3110,155000,219,1627
2,3,3090,568000,224,1601
3,2,510,33000,22,123
3,5,550,620000,387,1150
3,6,2520,1016000,531,1865
3,3,290,295000,268,758
2,27,1560,3319000,1206,14519
2,4,1030,357000,351,1704
2,12,10,1677000,784,5208
3,2,310,48000,55,257
3,3,2780,54000,44,463
3,2,2865,23000,43,151
3,2,240,11000,33,93
3,8,1195,530000,560,3479
3,4,2530,831000,571,1077
3,2,110,43000,62,330
2,16,990,2124000,1043,8468
3,3,940,34000,133,366
3,4,2770,260000,196,1962
3,10,1828,1192000,516,2907
2,3,60,29000,9,697
3,3,2830,70000,85,509
3,6,3420,218000,191,1077
3,2,2515,219000,47,581
3,2,2680,42000,68,343
3,11,1140,1351000,893,4318
3,4,2610,80000,60,584
3,8,2660,803000,638,2080
3,5,2800,138000,43,211
2,7,1080,154000,115,4344
3,9,3000,208000,184,2622
2,23,1040,3813000,502,16788
2,3,50,290000,113,1050
2,53,480,5587000,2674,26974
2,10,40,1580000,672,5254
2,46,130,5894000,1780,41052
2,9,1020,65000,184,3931
1,63,1010,9109000,5470,32249
3,13,2035,1358000,953,3520
1,118,880,39100000,19938,71206
3,13,1520,810000,754,5034
3,12,910,807000,334,4343
3,7,920,244000,98,2754
1,45,1550,5645000,2743,23626
3,15,1180,765000,435,4844
3,7,1360,353000,263,1738
1,156,1420,15338000,6282,89128
2,25,140,2167000,1372,16335
3,14,2180,1715000,1026,5464
1,37,2690,9184000,5428,18356
2,20,2700,1483000,716,6498
2,39,20,6409000,2495,28015
1,21,336,-9,-9,3200
2,6,2,911000,524,2498
1,38,15,18238000,10867,26325
2,4,18,302000,108,2953
2,3,23,212000,101,1549
2,8,25,459000,22,5111
2,5,28,370000,154,2880
2,4,32,251000,86,1996
1,17,34,4078000,1200,9151
2,3,41,260000,164,1386
2,14,43,3901000,658,8762
2,5,45,388000,207,3277
2,5,48,219000,159,2208
2,8,54,668000,219,5912
2,5,56,185000,12,1921
2,15,57,1166000,317,8742
2,4,58,555000,352,2009
2,12,62,1425000,396,7796
1,37,64,28525000,15775,23535
3,6,69,923000,315,3080
2,3,71,297000,92,1483
2,16,77,2469000,531,7703
1,14,80,3629000,1959,9247
1,12,83,2381000,961,6004
1,15,84,1480000,551,7561
2,7,86,841000,327,2974
1,14,89,7767000,3974,10216
2,5,90,186000,116,3549
1,48,93,25047000,11200,19385
1,9,95,2670000,1278,4083
2,5,96,553000,122,5048
2,7,94,334000,73,4318
2,6,97,508000,139,5110
1,20,103,3079000,1257,13500
1,13,104,2944000,1892,4152
2,4,107,164000,50,1302
2,2,117,71000,38,1234
2,6,212,269000,113,1163
2,6,213,334000,121,1986
2,4,216,205000,70,2332
2,3,205,184000,45,3114
2,1,207,46000,113,988
2,2,208,151000,77,1368
2,5,124,496000,179,2864
2,1,125,34000,39,570
2,9,126,796000,312,5446
2,12,131,952000,291,6633
2,7,134,330000,240,2036
2,5,139,161000,54,2169
2,4,140,262000,116,1255
2,3,142,255000,167,2636
3,8,143,1004000,616,4856
2,10,144,823000,181,6033
2,1,145,17000,3,87
2,7,146,1162000,605,6652
2,12,148,1002000,294,7151
1,29,151,10840000,5611,15782
2,16,155,1448000,436,9000
2,12,156,2521000,860,7512
3,3,154,146000,52,965
2,6,158,564000,230,5746
2,4,162,432000,260,1124
2,7,163,2889000,1422,3381
2,5,166,449000,78,3200
3,1,903,-9,-9,896
2,7,29,816000,213,4896
3,8,17,1643000,563,4213
2,11,10,10983000,1040,6686
1,12,13,5296000,1617,6205
2,15,34,4755000,1668,10638
3,1,37,309000,126,785
3,11,36,3625000,1452,7597
2,2,39,1047000,-9,1562
3,6,16,1207000,572,2096
2,6,18,2060000,635,3850
2,20,31,4465000,1610,12337
2,4,38,1870000,-9,3222
2,26,32,6473000,2749,15667
3,7,23,1897000,494,3749
3,4,35,1094000,759,1909
1,171,1,116366000,23031,77194
1,50,1,18507000,7552,31865
2,6,2,1806000,1042,4720
1,35,3,14241000,6233,26600
1,90,5,23442000,12307,71934
1,197,6,99409000,39377,338637
3,20,9,5838000,3785,15653
2,29,10,6481000,3189,27450
1,44,11,17674000,5775,33796
1,321,13,202952000,100532,423817
3,4,15,1478000,819,2305
1,161,16,57096000,26006,126053
1,81,17,28893000,12861,45322
2,21,20,8913000,3188,8238
3,4,21,1153000,678,2765
3,8,24,2170000,902,2228
3,7,25,3823000,1594,4913
3,14,26,5907000,2095,7440
1,169,29,96580000,34417,158899
3,22,31,5182000,2674,14764
3,17,32,5363000,2234,8061
3,6,33,1370000,821,1968
2,42,35,10575000,6396,30436
1,72,36,26256000,10894,56919
1,45,37,14219000,6280,33607
3,13,38,2719000,1672,6314
1,64,41,15554000,7084,37984
1,53,42,19196000,9856,41836
1,23,43,6974000,2568,16294
2,17,45,3259000,1570,10219
1,41,46,14716000,4789,30628
1,160,48,48450000,26484,157506
2,33,49,8831000,5427,31798
1,161,50,77197000,26462,154035
2,47,51,20988000,9971,46064
2,145,52,44368000,22245,120561
1,130,53,38452000,19194,80714
3,19,54,7208000,4235,13039
2,30,57,8843000,4000,22902
1,43,58,12316000,5365,36500
2,61,59,13350000,9129,59489
2,24,55,5672000,2898,18709
1,36,56,16048000,7075,29104
3,10,60,3604000,2259,6129
3,9,61,2951000,1738,6079
1,82,64,23565000,13201,60289
2,7,65,1791000,799,4806
3,10,66,2842000,1957,5865
1,1,75,-9,-9,1049
3,18,741,5394000,2754,11296
3,6,601,2060000,1023,3398
1,98,761,45122000,31891,58606
3,3,603,1421000,745,1944
3,4,610,3036000,946,3163
2,42,611,15877000,8753,24702
3,5,613,1567000,798,3219
3,4,614,2329000,1166,2773
3,5,617,3403000,1864,4896
2,4,618,1600000,772,3234
2,17,622,4969000,2842,11840
2,12,623,2491000,1580,9400
2,2,769,276000,84,1254
1,20,629,6607000,3488,11327
2,45,631,16252000,8070,45518
3,10,634,3621000,2142,7579
3,13,635,4697000,2820,8423
2,23,636,3799000,2113,18543
2,20,638,4581000,2733,16097
3,6,640,3310000,1819,4492
3,8,772,2974000,1061,5028
3,4,645,2402000,1101,3532
1,25,647,13010000,6916,17690
2,23,648,4162000,2449,16993
3,7,687,2902000,1255,5717
3,1,650,387000,167,711
2,11,651,2518000,1360,8500
3,6,652,2087000,1024,3878
3,8,653,3845000,1720,4808
3,5,655,1863000,800,3054
2,23,656,2318000,1002,19169
3,16,657,3195000,1490,10076
2,18,658,2080000,1240,15663
3,5,659,1550000,811,3485
2,63,660,15594000,6490,66901
3,5,776,1991000,1353,3814
3,14,663,5039000,3079,11759
3,4,666,1945000,996,2402
2,78,667,15163000,7444,106351
3,26,669,6977000,2598,19554
3,3,670,2528000,775,1749
3,6,671,1433000,1012,3869
2,5,672,1507000,611,4248
2,23,675,3331000,1989,21668
2,29,676,7762000,3705,21387
3,3,677,1229000,573,1952
3,4,680,1145000,721,2159
2,2,779,363000,162,1400
3,6,681,3177000,1425,3728
3,2,683,1290000,637,1470
2,4,684,1387000,807,4696
3,12,689,7260000,2677,11166
3,1,691,1135000,614,1905
3,4,694,1796000,1139,2363
2,8,781,3462000,2159,7200
3,9,699,3173000,1467,3989
3,4,701,2578000,1525,2752
3,4,704,1210000,720,2966
2,50,706,13618000,8893,33114
2,7,708,950000,577,5207
2,17,710,2779000,1882,15253
2,4,712,1514000,741,3666
3,3,717,2110000,825,2508
3,4,719,799000,457,2065
1,57,721,21194000,10643,37000
2,16,722,2889000,1811,13529
3,10,785,2894000,1859,5083
3,3,724,2072000,970,3240
3,2,725,1511000,742,1849
2,2,786,522000,145,1402
3,2,728,926000,415,863
3,3,735,1911000,932,1906
3,4,736,2751000,1286,5333
3,7,789,2589000,1441,3433
3,10,737,3979000,2262,7307
3,1,739,758000,234,1035
2,4,743,1378000,721,1850
3,5,744,1226000,606,2830
3,4,745,2477000,1221,4898
3,9,792,5106000,3095,7037
2,10,747,3127000,2170,9346
3,10,748,4193000,2283,6568
3,17,755,2874000,1669,11209
3,5,759,2983000,1606,4511
-8,-8,-8,-8,-9,795
