Metro.Status.Code,Number.of.Schools,Agency.ID,Federal.Revenue,Related.Children.in.Poverty,Total.Enrollment
2,3,52610,477000,203,6244
2,2,252720,83000,91,812
2,9,132730,376000,108,4555
2,5,334075,736000,244,2249
2,1,12910,369000,65,1305
2,4,353000,274000,206,1350
2,6,253030,453000,188,5233
2,5,53080,355000,175,2731
2,3,213105,368000,-9,1374
2,5,233150,2898000,-9,2400
2,17,253160,1709000,579,10380
2,6,133190,425000,48,3573
2,2,253200,271000,34,1495
2,1,373300,142000,18,345
2,11,133310,1733000,411,6016
2,3,353320,259000,69,3488
2,5,273450,665000,241,4073
2,4,273460,163000,46,1127
2,7,253510,2071000,668,4280
1,10,233530,4802000,2181,5212
1,76,133570,41961000,24603,42101
2,7,173610,2480000,1125,7074
2,2,193660,324000,65,2306
2,2,53690,1582000,81,1635
2,5,293790,990000,-9,1965
2,9,133880,3178000,1609,4400
2,2,33910,371000,294,1688
2,3,53920,275000,161,1096
2,12,273950,1069000,212,6361
2,14,313970,7250000,3906,10520
2,1,313990,170000,103,990
2,1,313995,2284000,-9,3151
1,35,314010,19231000,11465,25900
1,9,234090,5951000,3331,9006
2,6,414100,1448000,612,3398
2,2,294105,346000,133,1700
2,5,14180,2508000,623,3853
2,8,252105,555000,230,3328
2,4,34370,319000,202,1901
2,9,34390,493000,169,5089
2,4,314400,291000,42,1350
2,2,34410,127000,49,854
2,6,274490,546000,161,2755
2,5,394550,394000,112,1929
2,2,254570,84000,88,1001
2,3,74590,306000,213,847
2,8,394670,604000,135,4511
2,11,234860,1029000,333,9042
2,2,154940,390000,161,1833
2,2,294950,667000,279,3332
2,5,395000,176000,52,1820
2,7,395090,599000,37,3085
2,3,375100,443000,194,1760
1,23,215210,10299000,6470,11876
2,10,395290,1949000,617,7902
1,18,115390,4788000,2284,9617
2,3,35430,214000,143,1240
2,3,415465,267000,148,1907
2,12,315570,963000,259,7858
2,2,135630,77000,25,1312
2,7,253260,1473000,-9,3185
2,7,175670,2454000,1865,6234
2,9,395730,583000,140,5227
2,6,35755,444000,119,2214
2,6,75820,1362000,594,3510
2,24,235850,2296000,839,12000
2,4,213103,685000,-9,1063
2,1,415450,1000,-9,98
2,11,83430000,1694000,368,9988
3,14,46350000,5158000,1834,7647
3,10,22150000,1664000,1000,3890
3,6,64450000,931000,555,3339
2,10,61430000,7354000,1539,3508
3,8,66450000,3203000,963,3376
3,3,40270000,292000,132,608
3,17,67450000,23653000,3362,7439
3,6,53390000,394000,222,608
3,20,12090000,6053000,2535,8560
3,2,38270000,62000,39,91
2,3,62430000,2243000,1057,861
3,12,42290000,3430000,2136,5540
3,2,85590000,126000,12,162
3,3,6050000,705000,264,1159
3,3,54390000,2821000,233,773
3,14,55390000,3516000,2197,5165
3,4,80570000,452000,392,998
3,18,65450000,4802000,1984,10421
3,3,16110000,263000,141,434
2,20,19130000,9832000,5315,12966
3,33,43310000,37033000,6306,13746
3,11,88060000,3927000,1904,3763
2,5,18130000,2155000,654,1420
3,19,33250000,3501000,2250,7872
3,2,39270000,274000,81,163
3,2,50370000,74000,17,191
2,3,63430000,873000,432,598
3,3,7050000,184000,107,223
1,36,17130000,12933000,6565,23511
3,7,69470000,1084000,727,2579
3,5,29230000,589000,389,887
2,12,86610000,3718000,1556,8517
3,9,31250000,2270000,813,2910
3,7,81570000,1362000,727,4724
3,5,78550000,2417000,207,597
3,3,77550000,924000,345,686
2,4,72490000,1814000,268,1996
3,5,9070000,737000,548,1476
3,3,2030000,153000,134,255
3,22,4050000,4983000,3646,10947
3,7,36270000,1942000,529,2545
3,5,25190000,872000,347,852
3,9,23170000,2305000,1036,3791
3,3,10070000,204000,142,317
3,8,76550000,2513000,1277,3348
3,6,73510000,1040000,584,1798
3,3,47350000,1351000,967,1186
3,3,45330000,343000,75,170
3,5,89310000,9598000,989,1812
1,124,1010000,36018000,18949,84377
2,30,71490000,5157000,2863,13544
3,2,5.73E+11,334000,394,620
3,3,22902040000,572000,415,1054
3,5,5.61E+11,612000,461,1999
3,3,40302060000,384000,209,1613
2,6,4.91E+11,1022000,214,3489
3,2,5.71E+11,381000,321,1250
2,7,2.70E+11,2636000,1053,3722
3,1,5.70E+11,306000,218,783
3,3,80201040000,297000,258,1093
2,7,5.81E+11,1054000,907,5611
2,6,1.30E+11,918000,648,3478
3,3,2.31E+11,255000,263,1185
3,1,2.21E+11,248000,280,659
2,4,4.90E+11,577000,219,1141
2,5,2.81E+11,404000,317,2920
2,1,6.30E+11,82000,70,276
2,17,5.81E+11,8033000,2499,15852
2,5,2.62E+11,1174000,407,4709
1,73,1.41E+11,57981000,24964,46307
2,3,60401040000,799000,473,1470
2,3,1.41E+11,563000,248,2478
3,2,5.10E+11,291000,169,460
2,8,5.80E+11,794000,288,6570
2,11,5.81E+11,1085000,584,6866
2,3,1.81E+11,457000,137,1575
2,3,6.61E+11,-9,-9,326
2,2,31301040000,359000,350,737
2,7,4.90E+11,795000,267,4697
2,8,4.20E+11,920000,321,4021
2,3,1.41E+11,326000,150,1869
2,3,6.60E+11,116000,94,1673
3,1,1.50E+11,121000,96,418
1,13,70600010000,5914000,3037,8051
2,3,70902060000,466000,178,1287
2,3,6.60E+11,189000,10,911
2,4,5.80E+11,434000,130,2247
3,1,22001040000,445000,304,790
2,1,6.41E+11,238000,53,659
2,3,2.10E+11,332000,173,1221
3,1,1.21E+11,173000,96,365
2,7,2.80E+11,194000,134,3702
2,7,2.60E+11,1004000,322,5849
3,1,1.01E+11,270000,69,805
2,1,5.41E+11,213000,149,390
2,6,2.80E+11,1023000,574,3146
2,4,4.31E+11,348000,261,1786
3,3,42801060000,689000,382,1481
2,21,2.61E+11,3476000,1151,17190
2,1,10701030000,64000,37,307
2,2,6.41E+11,409000,356,1251
3,1,5.72E+11,125000,72,257
2,7,10802060000,748000,276,5690
2,2,5.81E+11,286000,116,1479
2,3,4.61E+11,882000,393,1816
2,9,5.00E+11,2253000,1487,7976
2,4,6.61E+11,-9,-9,330
2,2,2.11E+11,458000,326,1400
2,5,2.80E+11,230000,181,3819
3,1,5.12E+11,432000,325,744
2,5,6.41E+11,1044000,367,2390
3,1,6.10E+11,-9,-9,151
2,8,5.80E+11,1365000,882,4057
2,7,1.31E+11,1296000,341,4594
3,7,2.20E+11,8055000,790,3613
2,6,1.41E+11,305000,84,2905
2,10,2.61E+11,428000,134,4063
3,12,6.11E+11,2551000,1402,6157
2,1,6.31E+11,220000,158,416
3,3,90201040000,874000,442,1510
2,2,4.51E+11,304000,150,1158
3,13,6.21E+11,2999000,1743,7959
3,1,2.21E+11,108000,91,553
2,3,4.21E+11,526000,86,1180
3,1,2.01E+11,94000,46,106
2,9,6.62E+11,1141000,282,6372
2,3,5.00E+11,-9,-9,167
2,7,1.42E+11,835000,490,5568
2,7,2.80E+11,1185000,695,3827
3,3,6.70E+11,328000,321,1386
2,11,2.80E+11,1240000,339,7748
3,4,5.91E+11,514000,300,1837
2,1,5.81E+11,-9,-9,98
3,1,41801040000,197000,89,450
3,2,5.91E+11,394000,298,703
2,2,6.51E+11,349000,257,1204
3,2,5.12E+11,397000,168,812
2,4,2.80E+11,361000,143,2386
3,1,1.21E+11,271000,166,573
2,4,1.41E+11,742000,272,2516
2,5,2.80E+11,529000,258,5170
2,13,5.80E+11,2375000,844,11109
2,3,5.41E+11,338000,205,1075
3,1,4.71E+11,142000,53,530
2,6,2.80E+11,569000,458,2893
2,1,5.80E+11,35000,25,401
2,7,6.60E+11,805000,440,3709
2,16,6.61E+11,5059000,2817,11466
2,2,4.31E+11,363000,256,1001
2,14,5.00E+11,1255000,549,8878
3,4,6.21E+11,526000,353,2370
1,1153,3.00E+11,870540032,445262,1093071
2,16,4.42E+11,6577000,3434,12560
1,14,4.01E+11,6989000,3632,9552
2,7,5.80E+11,1156000,515,5090
2,5,2.80E+11,363000,212,2392
2,8,10605060000,789000,247,8500
2,2,6.61E+11,154000,145,1322
2,11,4.20E+11,2343000,687,10387
3,2,90901040000,546000,367,1275
2,2,1.81E+11,246000,222,1208
3,1,1.71E+11,179000,157,621
2,6,1.42E+11,856000,142,5467
2,6,6.61E+11,1337000,501,3846
2,7,4.61E+11,1695000,1279,5181
2,4,6.01E+11,574000,370,2596
2,1,2.12E+11,128000,98,300
2,3,1.81E+11,206000,151,1046
2,2,1.31E+11,192000,47,1278
2,6,6.62E+11,322000,158,2273
3,4,6.81E+11,1056000,836,2131
2,2,60601040000,479000,393,905
2,8,2.61E+11,405000,79,5781
2,7,2.81E+11,419000,143,4614
2,2,2.11E+11,377000,189,803
2,6,6.62E+11,1504000,633,3385
2,5,4.42E+11,1275000,651,3470
3,3,5.13E+11,1201000,471,1735
2,3,6.31E+11,799000,194,3688
2,4,10402060000,1023000,402,2378
1,13,4.12E+11,3242000,1705,6403
3,1,5.61E+11,362000,173,600
3,1,5.91E+11,144000,108,352
2,2,4.42E+11,134000,18,786
2,15,5.80E+11,3505000,1548,14655
3,3,1.61E+11,1427000,486,1623
3,6,1.61E+11,689000,314,1890
1,15,5.31E+11,6102000,3536,9000
3,1,22401040000,270000,148,575
2,5,2.80E+11,1178000,244,7610
2,1,5.41E+11,163000,60,437
2,5,4.12E+11,728000,360,2549
2,2,61501040000,356000,247,1494
2,11,5.81E+11,1237000,417,9104
2,8,10601060000,943000,466,5803
2,6,5.80E+11,1289000,488,5909
2,3,50701040000,450000,216,1168
2,5,2.61E+11,687000,199,4313
2,15,5.00E+11,5388000,5776,9141
2,7,5.00E+11,545000,270,4329
2,5,30601060000,522000,305,2233
1,36,4.22E+11,24044000,11546,22970
2,5,6.60E+11,842000,387,2263
3,3,6.11E+11,368000,206,1552
3,3,4.72E+11,657000,403,1328
1,12,4.12E+11,6972000,4593,8488
2,14,1.32E+11,1698000,772,11633
3,2,6.72E+11,421000,185,1142
2,2,4.12E+11,329000,155,1178
2,7,5.80E+11,1082000,331,4858
2,4,2.80E+11,347000,65,2360
2,12,1.43E+11,1699000,617,11304
2,6,2.80E+11,1405000,618,3777
2,3,4.13E+11,290000,112,1286
3,1,1.52E+11,175000,82,295
2,13,1.40E+11,1487000,580,12541
2,3,4.02E+11,746000,320,1561
3,1,4.73E+11,172000,111,467
2,37,6.62E+11,17444000,9519,25935
2,1,59000000000,-9,-9,1130
2,1,4.39E+11,-9,-9,4721
2,4,1,-9,-9,86
2,75,260,25743000,10744,51528
1,30,740,9452000,5139,20102
2,31,10,6321000,2373,20190
2,10,20,2131000,837,5488
3,8,50,1525000,847,3256
2,8,761,1648000,663,4274
1,9,111,3418000,1674,4212
3,14,70,4913000,1993,7455
3,14,90,3866000,1458,5817
2,36,110,7921000,3724,24762
2,23,120,5152000,2339,14379
3,14,160,3770000,1751,8375
3,6,170,1497000,708,3662
2,23,180,3860000,1792,15872
2,13,681,3056000,1084,9117
2,15,190,2156000,841,7030
3,12,200,1980000,952,3628
3,4,210,1475000,726,2528
3,11,230,3408000,1314,9516
3,19,240,5077000,2078,7402
2,6,270,1085000,567,3157
2,26,290,4396000,1846,18810
2,9,300,1404000,605,5564
3,15,310,4329000,1920,8744
2,44,320,12454000,5827,29383
3,2,861,399000,171,1080
1,59,340,15919000,6968,43700
2,10,350,3112000,1513,7599
2,51,360,9789000,5574,30500
2,95,410,22430000,9635,62486
3,15,420,5543000,2497,6400
3,23,430,6296000,2967,16001
3,15,440,3166000,1551,7762
3,20,450,3913000,2239,11515
3,6,460,3634000,1327,4121
3,4,480,861000,336,757
3,30,490,4735000,2215,16623
2,27,510,6988000,3222,20340
3,13,530,4250000,1717,8692
3,19,540,6279000,2781,10356
3,11,560,1645000,821,4079
2,8,570,1512000,714,2532
3,13,580,2979000,1373,5001
3,11,590,2445000,1080,6494
1,130,600,34181000,14763,102365
3,9,620,2703000,1005,4526
3,4,862,655000,297,2002
2,27,640,9395000,4205,18018
3,22,250,9632000,3262,14875
2,6,182,1258000,382,2756
3,10,660,2930000,1201,3913
2,29,670,9446000,3949,21308
3,11,700,3456000,1719,6133
3,17,770,4914000,2216,8354
3,41,780,17009000,6995,24316
3,25,790,6515000,2656,14725
2,28,800,6997000,3399,19994
3,16,820,4221000,1556,7835
3,14,830,4582000,1890,7180
3,7,232,2048000,1012,3361
3,19,840,3230000,1525,10219
2,4,292,1611000,706,2368
2,32,900,5783000,2961,21932
3,15,910,4826000,2163,8191
2,105,920,22624000,9971,94850
3,7,930,2316000,1027,3332
3,5,940,1927000,777,2550
3,9,950,1659000,843,4881
2,28,960,9977000,4431,19461
3,22,970,3568000,1973,10103
2,10,990,1899000,846,5864
3,5,870,1632000,325,1762
3,2,36800,-9,-9,41
1,24,8001,4730000,1207,11000
3,2,15036,108000,55,372
3,9,47001,848000,399,2752
3,2,6033,74000,21,183
3,2,7027,63000,30,142
3,2,21009,75000,47,246
3,3,29027,168000,116,1051
3,2,38002,56000,19,131
3,2,39044,108000,41,328
3,8,45001,1606000,602,3040
3,3,53015,103000,43,346
3,3,32001,258000,68,413
3,2,20007,72000,57,230
2,4,9097,-9,16,465
3,2,50128,60000,63,119
3,2,27002,79000,12,111
3,2,25014,39000,29,102
3,2,26009,77000,59,217
3,3,4001,509000,43,92
3,2,6001,142000,46,466
3,2,16010,172000,100,745
3,2,33018,98000,64,320
3,3,20018,145000,71,381
3,5,36001,1128000,450,2053
3,2,34019,23000,26,258
3,3,23003,125000,44,275
3,2,50106,55000,30,172
3,2,36002,89000,46,136
3,3,11040,133000,120,427
3,2,39018,43000,23,143
1,23,9001,4165000,1287,11612
3,2,28051,156000,69,410
3,2,38026,117000,38,321
3,2,42016,38000,17,67
3,5,50003,475000,202,1094
3,2,52038,158000,102,590
3,2,15006,77000,39,180
2,2,30013,103000,70,200
3,1,29020,10000,20,64
3,2,51028,115000,61,378
3,2,13016,96000,61,378
3,3,10023,188000,109,588
2,2,18044,140000,92,618
3,2,3006,102000,30,219
3,2,39028,123000,55,270
3,2,3009,96000,67,238
2,8,30001,762000,488,3689
2,1,8045,0,9,11
3,1,23009,48000,40,113
3,2,28050,115000,28,174
3,4,27001,440000,164,674
3,3,41002,43000,42,299
3,2,3005,103000,46,135
3,19,51001,2551000,1173,7797
3,2,28001,28000,22,290
3,2,21006,121000,59,255
3,1,51004,85000,54,257
3,5,53008,104000,72,242
2,2,30007,105000,81,389
3,3,31001,2142000,151,764
3,2,25004,91000,43,221
3,2,2065,107000,95,203
3,2,48028,116000,49,95
3,2,41003,48000,24,204
2,2,9080,29000,5,150
3,2,50078,93000,38,485
3,2,31003,231000,85,318
3,2,31137,29000,13,71
3,2,19018,135000,56,151
3,2,43008,194000,45,77
